prefix_a,prefix_b,shared_labels
20.83,40.78,8
20.83,52.230,8
20.83,52.237,8
20.83,52.247,8
20.88,20.96,8
20.88,4.150,8
20.88,4.242,8
20.88,40.70,8
20.9,4.149,8
20.9,4.155,8
20.9,52.241,8
20.94,40.70,8
20.96,40.75,8
20.96,52.161,8
20.96,52.251,8
20.96,74.249,8
20.97,52.241,8
20.97,57.151,8
23.100,4.246,8
23.100,52.176,8
23.100,52.247,8
23.101,4.255,8
23.102,4.154,8
23.102,65.52,8
4.149,64.236,8
4.151,4.155,8
4.154,40.65,8
4.154,52.173,8
4.154,52.234,8
4.154,52.238,8
4.155,52.162,8
4.155,52.165,8
4.227,4.242,8
4.227,4.246,8
4.255,52.190,8
40.116,64.236,8
40.70,74.249,8
40.75,52.225,8
40.78,52.165,8
52.141,52.162,8
52.159,52.237,8
52.159,52.251,8
52.159,57.151,8
52.161,74.249,8
52.162,52.173,8
52.165,52.242,8
52.176,74.249,8
52.225,52.251,8
52.230,57.154,8
52.230,64.236,8
104.209,172.173,7
104.209,20.163,7
104.209,20.228,7
104.209,40.78,7
104.210,20.57,7
104.210,40.116,7
104.210,52.225,7
104.42,130.213,7
104.42,137.116,7
104.42,172.215,7
104.42,20.115,7
104.42,4.242,7
104.42,40.64,7
104.43,135.234,7
104.43,172.185,7
104.43,20.125,7
104.43,20.57,7
104.43,20.64,7
104.43,4.227,7
104.43,40.70,7
104.43,52.247,7
128.203,172.212,7
128.203,20.122,7
128.203,20.163,7
128.203,20.66,7
128.203,23.100,7
128.203,4.154,7
128.203,52.162,7
13.78,130.131,7
13.78,20.114,7
13.78,20.12,7
13.78,20.59,7
13.78,20.80,7
13.78,52.162,7
13.83,20.114,7
13.83,20.165,7
130.131,130.213,7
130.131,20.115,7
130.131,20.125,7
130.131,20.246,7
130.131,4.155,7
130.131,40.70,7
130.131,52.176,7
130.131,52.237,7
130.131,52.247,7
130.131,57.151,7
130.213,135.232,7
130.213,20.12,7
130.213,20.62,7
130.213,20.83,7
130.213,23.100,7
130.213,4.227,7
132.196,172.202,7
132.196,20.115,7
132.196,20.242,7
132.196,20.62,7
132.196,20.83,7
132.196,23.102,7
132.196,4.242,7
132.196,52.161,7
132.196,52.165,7
132.196,52.225,7
134.33,135.232,7
135.119,157.55,7
135.119,20.169,7
135.119,20.228,7
135.119,20.59,7
135.119,40.70,7
135.119,52.225,7
135.232,172.208,7
135.232,20.115,7
135.232,20.253,7
135.232,20.46,7
135.232,4.149,7
135.232,40.124,7
135.232,52.176,7
135.234,172.173,7
135.234,172.212,7
135.234,20.228,7
135.234,20.62,7
135.234,20.66,7
135.234,4.151,7
135.234,4.154,7
135.234,52.165,7
137.116,20.245,7
157.55,20.237,7
157.55,20.25,7
157.55,20.59,7
157.55,20.96,7
157.56,20.165,7
157.56,20.65,7
157.56,52.159,7
168.62,20.163,7
168.62,20.59,7
168.62,20.80,7
168.62,52.162,7
172.173,20.242,7
172.173,20.64,7
172.173,40.65,7
172.173,40.70,7
172.173,52.230,7
172.173,52.242,7
172.173,52.247,7
172.173,52.251,7
172.184,172.214,7
172.184,20.115,7
172.184,20.46,7
172.184,4.150,7
172.184,40.70,7
172.184,52.237,7
172.184,52.238,7
172.185,20.110,7
172.185,20.172,7
172.185,20.228,7
172.185,20.3,7
172.185,20.94,7
172.185,4.151,7
172.185,4.154,7
172.202,20.122,7
172.202,20.25,7
172.202,20.96,7
172.202,52.251,7
172.208,20.110,7
172.208,20.12,7
172.208,20.45,7
172.208,20.80,7
172.208,57.154,7
172.212,20.125,7
172.212,20.242,7
172.212,40.70,7
172.212,40.78,7
172.214,20.12,7
172.214,20.163,7
172.214,20.230,7
172.214,20.62,7
172.214,20.65,7
172.214,4.151,7
172.214,4.255,7
172.215,20.110,7
172.215,20.80,7
172.215,20.94,7
20.10,20.172,7
20.10,52.162,7
20.109,20.115,7
20.109,20.228,7
20.109,20.3,7
20.109,20.59,7
20.109,23.102,7
20.109,4.242,7
20.109,52.141,7
20.109,52.176,7
20.110,20.115,7
20.110,20.188,7
20.110,40.124,7
20.110,40.78,7
20.110,52.238,7
20.112,20.228,7
20.112,20.57,7
20.112,52.161,7
20.112,52.173,7
20.112,52.251,7
20.114,20.14,7
20.114,20.246,7
20.114,4.246,7
20.115,20.62,7
20.115,23.100,7
20.115,4.151,7
20.115,4.154,7
20.115,52.165,7
20.12,52.230,7
20.12,57.151,7
20.122,4.242,7
20.122,52.161,7
20.125,20.83,7
20.125,23.100,7
20.125,40.75,7
20.14,20.45,7
20.163,20.242,7
20.163,52.141,7
20.163,52.230,7
20.163,52.234,7
20.163,52.251,7
20.163,65.52,7
20.165,23.101,7
20.165,4.149,7
20.165,4.236,7
20.165,52.180,7
20.168,4.149,7
20.168,52.190,7
20.169,20.228,7
20.169,40.116,7
20.169,52.165,7
20.171,20.188,7
20.171,4.149,7
20.171,40.124,7
20.171,52.180,7
20.172,20.7,7
20.172,4.149,7
20.172,4.155,7
20.172,52.141,7
20.172,52.230,7
20.172,52.237,7
20.188,20.3,7
20.188,4.154,7
20.188,52.162,7
20.188,57.154,7
20.225,20.242,7
20.228,20.64,7
20.228,20.96,7
20.228,52.225,7
20.228,52.251,7
20.228,74.249,7
20.230,20.246,7
20.230,52.237,7
20.237,20.242,7
20.237,23.102,7
20.237,40.64,7
20.237,57.151,7
20.242,20.45,7
20.242,20.59,7
20.242,20.94,7
20.245,20.246,7
20.245,52.173,7
20.246,20.97,7
20.246,52.159,7
20.25,23.100,7
20.25,52.251,7
20.25,65.52,7
20.253,20.65,7
20.253,20.80,7
20.253,20.98,7
20.253,40.75,7
20.29,23.101,7
20.29,52.176,7
20.29,52.190,7
20.29,52.234,7
20.29,57.151,7
20.3,52.161,7
20.3,57.151,7
20.45,4.155,7
20.45,4.246,7
20.45,52.237,7
20.46,20.80,7
20.46,20.9,7
20.46,20.98,7
20.55,20.65,7
20.55,20.97,7
20.55,57.154,7
20.57,20.62,7
20.57,20.83,7
20.57,52.165,7
20.59,20.64,7
20.59,23.102,7
20.59,4.155,7
20.62,4.150,7
20.62,40.116,7
20.62,52.141,7
20.62,52.161,7
20.62,52.225,7
20.64,4.151,7
20.64,4.154,7
20.64,52.165,7
20.64,52.251,7
20.64,74.249,7
20.65,4.149,7
20.65,4.155,7
20.65,40.112,7
20.65,52.173,7
20.65,52.190,7
20.65,57.151,7
20.66,4.155,7
20.66,4.242,7
20.66,52.230,7
20.66,52.238,7
20.69,52.177,7
20.69,52.190,7
20.7,20.80,7
20.83,23.102,7
20.83,40.116,7
20.83,52.141,7
20.83,52.225,7
20.83,52.238,7
20.88,52.225,7
20.88,52.247,7
20.88,52.251,7
20.88,65.52,7
20.9,52.237,7
20.9,57.151,7
20.94,4.149,7
20.94,40.116,7
20.94,40.78,7
20.94,52.176,7
20.94,52.230,7
20.94,57.151,7
20.96,40.78,7
20.96,52.242,7
20.97,52.160,7
20.97,52.190,7
20.98,4.149,7
20.98,4.246,7
20.98,52.141,7
20.98,52.176,7
20.98,52.237,7
23.102,4.151,7
4.149,4.255,7
4.149,57.154,7
4.151,4.246,7
4.151,52.176,7
4.151,52.238,7
4.154,4.246,7
4.154,52.176,7
4.154,52.225,7
4.154,52.237,7
4.154,52.247,7
4.155,4.227,7
4.227,40.124,7
4.227,40.64,7
4.227,40.65,7
4.227,40.70,7
4.227,40.78,7
4.227,52.230,7
4.227,52.237,7
4.227,52.247,7
4.227,52.251,7
4.242,74.249,7
4.246,52.159,7
4.255,40.64,7
4.255,52.234,7
4.255,52.237,7
40.116,52.159,7
40.124,52.159,7
40.124,64.236,7
40.64,64.236,7
40.75,52.141,7
40.78,52.159,7
40.78,74.249,7
52.159,52.176,7
52.159,52.230,7
52.162,52.230,7
52.162,52.247,7
52.238,74.249,7
52.251,65.52,7
57.151,57.154,7
104.209,104.210,6
104.209,135.119,6
104.209,20.83,6
104.209,20.94,6
104.209,40.75,6
104.209,52.238,6
104.209,52.247,6
104.210,135.234,6
104.210,172.202,6
104.210,20.125,6
104.210,4.246,6
104.210,52.230,6
104.42,20.10,6
104.42,20.46,6
104.42,40.124,6
104.43,13.78,6
104.43,157.55,6
104.43,172.214,6
104.43,20.169,6
104.43,23.102,6
104.43,52.242,6
104.45,20.69,6
104.45,20.9,6
104.45,20.97,6
128.203,20.112,6
128.203,20.65,6
128.203,4.227,6
128.203,52.161,6
128.203,52.165,6
13.78,20.245,6
13.78,20.88,6
13.78,20.96,6
13.78,20.98,6
13.78,23.100,6
13.78,4.154,6
13.78,52.165,6
13.83,20.110,6
13.83,52.159,6
13.83,57.154,6
130.131,20.242,6
130.131,20.253,6
130.131,20.46,6
130.131,40.64,6
130.131,40.78,6
130.131,52.230,6
130.213,135.119,6
130.213,20.66,6
130.213,40.75,6
132.196,172.173,6
132.196,20.122,6
132.196,20.64,6
132.196,20.88,6
132.196,20.96,6
132.196,40.65,6
132.196,52.251,6
134.33,20.168,6
135.119,20.3,6
135.119,20.88,6
135.119,4.150,6
135.119,52.242,6
135.232,20.10,6
135.232,20.188,6
135.232,20.55,6
135.232,20.7,6
135.232,23.101,6
135.232,52.141,6
135.232,52.160,6
135.232,52.237,6
135.234,20.109,6
135.234,20.59,6
135.234,23.100,6
135.234,40.116,6
135.234,52.251,6
135.234,74.249,6
137.116,20.165,6
137.116,20.168,6
137.116,20.171,6
137.116,20.172,6
137.116,20.225,6
137.116,20.230,6
137.116,20.80,6
137.116,20.98,6
157.55,20.115,6
157.55,20.125,6
157.55,4.242,6
157.56,20.114,6
157.56,20.237,6
168.62,172.173,6
168.62,172.184,6
168.62,4.151,6
168.62,4.255,6
172.173,172.215,6
172.173,20.169,6
172.173,20.253,6
172.173,23.102,6
172.173,4.149,6
172.173,4.242,6
172.173,40.78,6
172.173,52.141,6
172.173,52.238,6
172.184,20.10,6
172.184,40.124,6
172.184,40.64,6
172.184,52.160,6
172.184,52.190,6
172.184,57.151,6
172.185,20.115,6
172.185,20.125,6
172.185,23.100,6
172.185,40.78,6
172.185,52.176,6
172.185,52.251,6
172.185,65.52,6
172.202,20.57,6
172.202,52.176,6
172.208,20.163,6
172.208,20.237,6
172.208,20.245,6
172.208,20.59,6
172.208,20.65,6
172.208,20.94,6
172.208,40.70,6
172.212,20.10,6
172.212,4.246,6
172.212,52.234,6
172.212,52.237,6
172.212,52.238,6
172.214,20.122,6
172.214,20.228,6
172.214,20.237,6
172.214,20.45,6
172.214,23.100,6
172.214,4.154,6
172.215,20.125,6
172.215,20.228,6
172.215,20.65,6
172.215,20.66,6
172.215,52.225,6
20.10,20.29,6
20.10,20.45,6
20.10,20.80,6
20.10,20.83,6
20.10,20.88,6
20.10,20.98,6
20.10,4.151,6
20.10,4.227,6
20.10,57.154,6
20.10,74.249,6
20.109,20.125,6
20.109,20.169,6
20.109,20.242,6
20.109,20.64,6
20.109,40.78,6
20.109,52.161,6
20.109,52.242,6
20.110,20.246,6
20.110,20.46,6
20.110,4.149,6
20.110,4.236,6
20.110,52.160,6
20.110,52.234,6
20.112,20.169,6
20.112,20.242,6
20.112,40.65,6
20.112,40.78,6
20.112,52.225,6
20.112,52.247,6
20.114,20.7,6
20.114,4.149,6
20.114,52.160,6
20.114,52.177,6
20.114,52.190,6
20.115,20.163,6
20.115,20.3,6
20.115,52.225,6
20.115,65.52,6
20.12,20.253,6
20.12,20.7,6
20.12,23.101,6
20.12,4.246,6
20.12,40.124,6
20.122,20.25,6
20.122,52.251,6
20.125,20.228,6
20.125,20.25,6
20.125,20.62,6
20.125,20.88,6
20.125,40.65,6
20.125,52.161,6
20.125,65.52,6
20.14,20.237,6
20.14,20.29,6
20.163,20.7,6
20.163,4.149,6
20.163,4.155,6
20.163,4.246,6
20.163,52.173,6
20.163,52.180,6
20.165,52.241,6
20.168,20.7,6
20.168,40.124,6
20.169,20.96,6
20.169,4.242,6
20.169,40.65,6
20.169,52.225,6
20.169,52.238,6
20.169,52.242,6
20.171,20.55,6
20.171,52.160,6
20.171,52.241,6
20.171,57.151,6
20.172,20.246,6
20.172,20.253,6
20.172,20.46,6
20.172,4.246,6
20.172,52.241,6
20.188,20.230,6
20.188,20.245,6
20.188,20.80,6
20.188,4.151,6
20.188,4.255,6
20.188,64.236,6
20.225,20.253,6
20.225,20.55,6
20.225,4.236,6
20.225,52.190,6
20.225,57.151,6
20.228,23.102,6
20.228,40.75,6
20.228,52.161,6
20.228,52.242,6
20.230,20.46,6
20.230,40.64,6
20.230,52.160,6
20.230,52.173,6
20.230,52.180,6
20.230,52.190,6
20.230,52.241,6
20.230,57.151,6
20.237,23.101,6
20.237,4.149,6
20.237,4.246,6
20.237,52.160,6
20.237,52.176,6
20.242,20.57,6
20.242,20.66,6
20.242,20.88,6
20.242,23.100,6
20.242,65.52,6
20.245,20.46,6
20.245,20.7,6
20.245,4.236,6
20.245,40.112,6
20.245,40.124,6
20.245,52.237,6
20.246,20.65,6
20.246,20.69,6
20.246,20.80,6
20.246,20.98,6
20.246,4.154,6
20.25,20.3,6
20.25,20.64,6
20.253,20.94,6
20.29,20.55,6
20.29,52.241,6
20.3,20.57,6
20.3,20.64,6
20.3,23.102,6
20.3,4.150,6
20.3,40.70,6
20.3,52.237,6
20.45,20.55,6
20.45,4.149,6
20.45,40.116,6
20.45,40.65,6
20.45,52.180,6
20.45,57.151,6
20.46,20.65,6
20.46,20.94,6
20.46,20.96,6
20.46,23.100,6
20.46,4.154,6
20.46,40.75,6
20.46,52.162,6
20.57,20.64,6
20.57,52.161,6
20.57,52.225,6
20.57,52.230,6
20.57,74.249,6
20.59,4.246,6
20.59,40.116,6
20.59,40.64,6
20.59,52.141,6
20.59,52.173,6
20.59,52.230,6
20.59,52.237,6
20.62,20.64,6
20.62,20.83,6
20.62,40.65,6
20.64,20.96,6
20.65,40.64,6
20.65,52.160,6
20.65,52.234,6
20.65,52.241,6
20.65,52.247,6
20.66,40.64,6
20.66,40.65,6
20.66,40.70,6
20.66,52.237,6
20.69,20.7,6
20.69,52.160,6
20.7,52.159,6
20.80,40.124,6
20.80,40.64,6
20.80,52.190,6
20.80,52.234,6
20.83,4.246,6
20.83,40.64,6
20.83,52.176,6
20.88,52.230,6
20.9,40.124,6
20.9,52.180,6
20.94,4.150,6
20.94,4.155,6
20.96,4.150,6
20.96,40.64,6
20.97,23.101,6
20.98,52.234,6
23.100,4.149,6
23.100,40.116,6
23.100,40.64,6
23.100,40.78,6
23.100,52.173,6
23.100,52.225,6
23.100,52.238,6
23.100,57.151,6
23.101,57.154,6
23.101,74.249,6
23.102,4.227,6
23.102,52.242,6
23.102,74.249,6
4.149,52.159,6
4.149,52.162,6
4.150,4.154,6
4.150,52.161,6
4.150,52.242,6
4.150,65.52,6
4.151,40.78,6
4.151,52.230,6
4.151,52.251,6
4.154,40.64,6
4.154,52.190,6
4.154,52.230,6
4.155,52.159,6
4.155,64.236,6
4.155,74.249,6
4.227,40.116,6
4.227,52.141,6
4.227,52.173,6
4.227,52.238,6
4.242,52.225,6
4.242,52.251,6
4.246,40.116,6
4.246,52.251,6
4.246,64.236,6
4.255,52.160,6
4.255,52.180,6
4.255,57.151,6
40.116,52.161,6
40.116,52.165,6
40.64,52.159,6
40.64,52.162,6
40.65,65.52,6
40.70,52.162,6
40.70,65.52,6
40.75,52.247,6
40.75,52.251,6
40.78,52.242,6
40.78,52.251,6
40.78,65.52,6
52.159,52.247,6
52.160,57.154,6
52.161,52.230,6
52.161,52.242,6
52.165,52.176,6
52.173,52.242,6
52.173,64.236,6
52.225,52.242,6
52.225,65.52,6
52.238,64.236,6
52.241,57.154,6
52.242,74.249,6
52.247,52.251,6
57.151,64.236,6
57.151,74.249,6
104.209,104.43,5
104.209,20.10,5
104.209,20.125,5
104.209,20.57,5
104.209,20.96,5
104.209,4.149,5
104.209,4.246,5
104.209,52.161,5
104.209,52.225,5
104.209,52.251,5
104.210,157.55,5
104.210,20.10,5
104.210,20.25,5
104.210,4.149,5
104.210,52.160,5
104.210,52.173,5
104.210,52.242,5
104.210,52.247,5
104.40,20.12,5
104.40,20.168,5
104.42,13.78,5
104.42,20.246,5
104.42,20.253,5
104.42,4.149,5
104.42,40.70,5
104.42,52.141,5
104.42,52.176,5
104.42,52.190,5
104.42,52.234,5
104.43,128.203,5
104.43,130.213,5
104.43,172.215,5
104.43,20.115,5
104.43,20.246,5
104.43,4.149,5
104.43,4.150,5
104.43,40.64,5
104.43,52.141,5
104.43,52.173,5
104.43,52.230,5
104.43,52.251,5
104.45,20.114,5
104.45,20.171,5
104.45,20.172,5
104.45,40.75,5
104.45,52.159,5
104.45,64.236,5
104.45,65.52,5
128.203,172.173,5
128.203,20.169,5
128.203,20.237,5
128.203,20.94,5
128.203,4.150,5
13.66,135.232,5
13.66,20.165,5
13.78,135.119,5
13.78,172.173,5
13.78,172.212,5
13.78,20.109,5
13.78,20.112,5
13.78,20.163,5
13.78,20.169,5
13.78,20.62,5
13.78,23.102,5
13.78,4.151,5
13.78,4.155,5
13.78,52.242,5
13.78,52.251,5
13.78,74.249,5
13.83,172.212,5
13.83,20.168,5
13.83,20.172,5
13.83,20.245,5
13.83,20.9,5
13.83,20.97,5
13.83,20.98,5
13.83,52.162,5
13.83,74.249,5
13.86,20.230,5
130.131,168.62,5
130.131,172.208,5
130.131,4.246,5
130.131,40.124,5
130.213,132.196,5
130.213,172.202,5
130.213,20.115,5
130.213,20.3,5
130.213,20.96,5
130.213,52.161,5
130.213,52.165,5
130.213,52.251,5
130.213,57.151,5
132.196,172.185,5
132.196,40.116,5
132.196,40.78,5
132.196,52.230,5
132.196,52.247,5
134.33,20.114,5
134.33,20.165,5
134.33,20.171,5
134.33,20.97,5
134.33,57.154,5
135.119,135.234,5
135.119,20.115,5
135.119,20.242,5
135.119,20.25,5
135.119,20.64,5
135.119,40.116,5
135.119,40.64,5
135.119,40.65,5
135.119,52.237,5
135.119,52.247,5
135.119,65.52,5
135.232,157.56,5
135.232,40.112,5
135.232,40.64,5
135.232,52.180,5
135.232,52.241,5
135.234,172.185,5
135.234,20.64,5
135.234,20.88,5
135.234,20.96,5
135.234,52.173,5
135.234,52.242,5
135.234,52.247,5
137.116,20.45,5
137.116,20.83,5
137.116,20.9,5
137.116,20.97,5
137.116,4.151,5
137.116,57.154,5
137.116,64.236,5
157.55,172.215,5
157.55,20.109,5
157.55,20.112,5
157.55,20.122,5
157.55,20.188,5
157.55,20.57,5
157.55,20.88,5
157.55,4.150,5
157.55,40.116,5
157.55,52.161,5
157.55,52.242,5
157.55,52.251,5
157.56,172.202,5
157.56,20.168,5
157.56,20.171,5
157.56,20.225,5
157.56,57.154,5
168.62,20.110,5
168.62,20.112,5
168.62,20.12,5
168.62,20.122,5
168.62,20.230,5
168.62,20.237,5
168.62,20.65,5
168.62,20.94,5
168.62,20.98,5
168.62,4.154,5
172.171,20.168,5
172.171,20.171,5
172.171,23.100,5
172.173,172.185,5
172.173,20.125,5
172.173,40.116,5
172.173,52.234,5
172.184,20.253,5
172.184,52.234,5
172.184,52.241,5
172.185,172.202,5
172.185,172.212,5
172.185,20.109,5
172.185,20.112,5
172.185,23.102,5
172.185,4.246,5
172.185,52.225,5
172.202,20.10,5
172.202,20.169,5
172.202,20.188,5
172.202,4.150,5
172.202,4.246,5
172.202,40.64,5
172.202,40.65,5
172.202,52.225,5
172.202,52.237,5
172.202,52.238,5
172.208,20.230,5
172.208,20.96,5
172.208,20.98,5
172.208,4.151,5
172.208,52.225,5
172.208,52.242,5
172.212,172.214,5
172.212,172.215,5
172.212,20.246,5
172.212,23.101,5
172.212,4.155,5
172.212,40.116,5
172.212,52.141,5
172.212,52.176,5
172.212,57.151,5
172.214,20.109,5
172.214,20.110,5
172.214,20.172,5
172.214,20.59,5
172.214,20.66,5
172.214,20.94,5
172.214,4.227,5
172.214,52.162,5
172.214,52.165,5
172.215,20.62,5
172.215,20.83,5
172.215,20.88,5
172.215,4.151,5
172.215,52.162,5
172.215,52.251,5
172.215,74.249,5
20.10,20.12,5
20.10,20.228,5
20.10,20.65,5
20.10,20.66,5
20.10,23.100,5
20.10,52.159,5
20.10,52.161,5
20.106,20.69,5
20.109,4.150,5
20.109,40.75,5
20.109,52.190,5
20.109,52.225,5
20.109,74.249,5
20.110,20.242,5
20.110,20.253,5
20.110,52.190,5
20.110,57.151,5
20.112,20.115,5
20.112,20.25,5
20.112,23.102,5
20.112,40.116,5
20.114,23.101,5
20.114,4.236,5
20.114,52.180,5
20.114,57.151,5
20.115,20.169,5
20.115,20.25,5
20.115,20.64,5
20.115,20.96,5
20.115,23.102,5
20.115,4.150,5
20.115,52.141,5
20.12,20.246,5
20.12,52.160,5
20.12,52.180,5
20.122,20.125,5
20.122,20.242,5
20.122,20.3,5
20.122,40.116,5
20.122,52.173,5
20.122,52.247,5
20.125,20.237,5
20.125,20.64,5
20.125,20.96,5
20.125,4.227,5
20.125,52.141,5
20.125,52.165,5
20.125,52.251,5
20.14,20.168,5
20.14,20.65,5
20.14,64.236,5
20.15,20.168,5
20.15,20.171,5
20.15,20.9,5
20.15,20.97,5
20.163,20.46,5
20.163,23.101,5
20.163,40.116,5
20.163,40.64,5
20.163,40.70,5
20.163,52.247,5
20.163,57.151,5
20.165,20.55,5
20.165,20.7,5
20.165,52.155,5
20.165,52.246,5
20.168,20.246,5
20.168,23.101,5
20.168,52.180,5
20.168,52.241,5
20.169,20.64,5
20.169,4.150,5
20.169,52.176,5
20.169,52.230,5
20.172,20.188,5
20.172,40.116,5
20.172,52.160,5
20.172,52.180,5
20.172,52.190,5
20.172,52.234,5
20.172,57.151,5
20.188,20.45,5
20.188,20.88,5
20.188,20.94,5
20.188,20.98,5
20.188,4.227,5
20.188,4.242,5
20.188,52.159,5
20.188,52.161,5
20.221,4.255,5
20.225,20.43,5
20.225,40.112,5
20.225,52.180,5
20.228,20.242,5
20.228,20.57,5
20.228,23.101,5
20.228,40.65,5
20.228,40.70,5
20.228,52.173,5
20.228,52.176,5
20.228,52.180,5
20.228,52.230,5
20.228,52.237,5
20.230,20.43,5
20.230,20.55,5
20.230,4.149,5
20.230,52.234,5
20.237,20.253,5
20.237,20.43,5
20.237,4.155,5
20.237,52.141,5
20.237,52.173,5
20.237,52.180,5
20.237,52.238,5
20.242,20.83,5
20.242,20.96,5
20.242,20.98,5
20.242,4.154,5
20.242,4.227,5
20.242,40.65,5
20.245,40.64,5
20.245,52.160,5
20.245,52.190,5
20.246,20.94,5
20.246,4.255,5
20.246,52.162,5
20.25,20.253,5
20.25,4.246,5
20.25,40.65,5
20.25,52.161,5
20.25,52.173,5
20.25,52.225,5
20.25,52.247,5
20.253,20.45,5
20.253,20.66,5
20.253,52.162,5
20.29,40.124,5
20.29,52.180,5
20.3,4.242,5
20.3,4.246,5
20.3,52.225,5
20.3,52.242,5
20.3,52.251,5
20.43,20.97,5
20.43,57.154,5
20.45,52.141,5
20.45,52.160,5
20.45,52.177,5
20.46,20.62,5
20.46,20.66,5
20.46,4.227,5
20.46,52.159,5
20.46,64.236,5
20.55,20.69,5
20.55,4.255,5
20.57,20.59,5
20.57,20.96,5
20.57,65.52,5
20.59,4.149,5
20.59,40.70,5
20.59,52.180,5
20.59,52.234,5
20.59,57.151,5
20.62,40.64,5
20.62,52.176,5
20.62,52.247,5
20.62,52.251,5
20.62,57.151,5
20.64,23.102,5
20.64,40.64,5
20.64,40.65,5
20.64,52.141,5
20.64,52.225,5
20.64,52.242,5
20.65,20.7,5
20.65,23.101,5
20.65,52.238,5
20.66,4.246,5
20.66,52.141,5
20.66,57.151,5
20.69,40.112,5
20.69,52.180,5
20.7,52.225,5
20.7,57.154,5
20.80,4.149,5
20.80,52.180,5
20.80,57.151,5
20.83,40.124,5
20.83,52.234,5
20.83,57.151,5
20.88,52.141,5
20.88,52.160,5
20.88,52.173,5
20.88,52.238,5
20.9,23.101,5
20.9,4.242,5
20.9,52.230,5
20.94,52.141,5
20.94,52.237,5
20.94,52.238,5
20.94,52.241,5
20.96,23.102,5
20.96,4.246,5
20.96,40.65,5
20.96,40.70,5
20.96,52.238,5
20.96,57.151,5
20.97,52.180,5
20.98,4.236,5
20.98,52.180,5
20.98,57.151,5
23.100,4.155,5
23.100,4.242,5
23.100,40.70,5
23.100,52.141,5
23.102,4.246,5
23.102,40.116,5
23.102,52.141,5
4.149,4.151,5
4.149,65.52,5
4.150,40.70,5
4.150,52.141,5
4.150,52.165,5
4.150,52.225,5
4.151,40.124,5
4.151,52.190,5
4.151,52.234,5
4.154,4.155,5
4.154,40.116,5
4.154,57.151,5
4.155,52.251,5
4.227,52.176,5
4.236,52.162,5
4.242,52.165,5
4.242,65.52,5
4.246,40.75,5
4.246,52.165,5
4.246,65.52,5
4.255,40.124,5
40.116,40.65,5
40.116,52.162,5
40.116,52.251,5
40.124,52.161,5
40.64,40.75,5
40.64,52.161,5
40.65,52.161,5
40.65,52.230,5
40.65,52.251,5
40.70,40.78,5
40.70,52.165,5
40.70,52.225,5
40.70,52.242,5
40.75,52.173,5
40.75,52.176,5
40.75,52.237,5
40.78,52.161,5
40.78,52.176,5
52.141,52.242,5
52.141,52.251,5
52.159,52.160,5
52.159,52.173,5
52.160,64.236,5
52.161,52.225,5
52.161,52.247,5
52.162,52.234,5
52.162,57.151,5
52.165,52.238,5
52.173,52.230,5
52.180,57.154,5
52.225,52.247,5
52.234,64.236,5
52.237,52.242,5
52.238,52.251,5
52.247,57.151,5
57.151,65.52,5
104.209,135.234,4
104.209,157.55,4
104.209,20.169,4
104.209,20.253,4
104.209,20.62,4
104.209,23.102,4
104.209,4.242,4
104.209,40.116,4
104.209,40.65,4
104.209,40.70,4
104.209,52.237,4
104.209,52.242,4
104.210,13.83,4
104.210,130.213,4
104.210,172.208,4
104.210,172.214,4
104.210,172.215,4
104.210,20.246,4
104.210,20.7,4
104.210,4.150,4
104.210,4.155,4
104.210,4.242,4
104.210,40.78,4
104.210,52.141,4
104.210,52.176,4
104.210,52.237,4
104.210,52.238,4
104.40,20.225,4
104.40,20.230,4
104.40,20.245,4
104.40,20.29,4
104.40,20.59,4
104.40,20.65,4
104.40,20.66,4
104.40,20.9,4
104.40,4.255,4
104.42,104.45,4
104.42,134.33,4
104.42,168.62,4
104.42,20.188,4
104.42,52.237,4
104.42,52.246,4
104.42,57.151,4
104.43,157.56,4
104.43,20.242,4
104.43,20.25,4
104.43,4.246,4
104.43,52.160,4
104.43,52.161,4
104.43,52.238,4
104.43,52.246,4
104.45,172.184,4
104.45,20.163,4
104.45,20.165,4
104.45,20.168,4
104.45,20.230,4
104.45,20.29,4
104.45,20.3,4
104.45,20.45,4
104.45,20.62,4
104.45,20.65,4
104.45,20.66,4
104.45,20.98,4
104.45,4.154,4
104.45,74.249,4
128.203,157.55,4
128.203,172.215,4
128.203,20.228,4
128.203,20.46,4
128.203,20.62,4
128.203,20.64,4
128.203,20.96,4
128.203,23.102,4
128.203,40.64,4
128.203,40.75,4
128.203,52.238,4
128.203,52.242,4
128.203,74.249,4
13.78,132.196,4
13.78,168.62,4
13.78,20.122,4
13.78,20.3,4
13.78,40.116,4
13.78,40.75,4
13.78,52.225,4
13.78,52.237,4
13.78,65.52,4
13.83,20.12,4
13.83,20.225,4
13.83,20.230,4
13.83,20.29,4
13.83,20.83,4
13.83,4.242,4
13.83,4.255,4
13.86,20.163,4
13.86,20.165,4
13.86,20.168,4
13.86,20.171,4
13.86,20.225,4
13.86,20.245,4
13.86,20.65,4
13.86,20.83,4
13.86,20.97,4
130.131,20.10,4
130.131,20.188,4
130.131,20.43,4
130.131,20.7,4
130.131,23.101,4
130.131,52.160,4
130.131,52.180,4
130.131,52.190,4
130.213,135.234,4
130.213,172.173,4
130.213,172.184,4
130.213,172.185,4
130.213,172.214,4
130.213,20.122,4
130.213,20.125,4
