prefix_a,prefix_b,shared_labels
52.165,65.52,15
52.225,64.236,15
52.242,64.236,15
65.52,74.249,15
104.209,20.12,14
104.209,20.29,14
104.209,64.236,14
104.210,130.131,14
104.210,172.212,14
104.42,20.109,14
104.42,20.57,14
104.42,20.88,14
104.43,172.173,14
104.43,20.98,14
104.43,4.154,14
13.78,20.171,14
130.131,172.173,14
130.131,20.228,14
130.131,20.3,14
130.131,74.249,14
130.213,20.69,14
130.213,20.9,14
132.196,172.212,14
132.196,20.245,14
132.196,20.45,14
132.196,20.65,14
132.196,20.9,14
135.119,20.237,14
135.119,20.98,14
135.119,52.159,14
135.232,157.55,14
135.232,20.109,14
135.232,40.65,14
135.232,52.242,14
157.55,20.110,14
157.55,20.12,14
157.55,20.168,14
157.55,20.245,14
157.55,20.9,14
172.173,20.109,14
172.173,20.3,14
172.173,20.88,14
172.173,20.96,14
172.173,4.151,14
172.173,52.165,14
172.173,52.225,14
172.184,20.228,14
172.184,20.62,14
172.185,20.12,14
172.202,172.212,14
172.202,20.45,14
172.202,20.66,14
172.202,4.151,14
172.208,20.165,14
172.212,20.66,14
172.212,20.88,14
172.212,52.161,14
172.212,52.225,14
20.109,20.83,14
20.109,23.100,14
20.110,20.163,14
20.112,20.80,14
20.112,52.162,14
20.114,4.242,14
20.114,52.251,14
20.12,52.225,14
20.122,20.65,14
20.122,4.154,14
20.125,20.171,14
20.125,20.9,14
20.125,4.255,14
20.125,64.236,14
20.163,52.225,14
20.165,20.242,14
20.165,52.173,14
20.165,52.247,14
20.168,52.237,14
20.168,52.238,14
20.168,52.247,14
20.171,23.102,14
20.171,4.242,14
20.171,40.116,14
20.171,52.173,14
20.171,52.230,14
20.172,20.57,14
20.172,20.64,14
20.172,23.102,14
20.172,52.251,14
20.228,4.154,14
20.228,52.162,14
20.230,4.242,14
20.230,52.141,14
20.230,52.225,14
20.230,52.251,14
20.237,20.3,14
20.237,74.249,14
20.245,20.64,14
20.245,40.75,14
20.245,52.251,14
20.25,20.45,14
20.25,20.83,14
20.25,4.154,14
20.25,52.159,14
20.29,52.230,14
20.29,52.247,14
20.3,20.83,14
20.3,20.94,14
20.3,23.100,14
20.3,74.249,14
20.45,52.161,14
20.62,20.65,14
20.62,20.66,14
20.62,20.98,14
20.64,20.66,14
20.64,20.80,14
20.64,52.159,14
20.65,52.242,14
20.69,4.242,14
20.69,40.70,14
20.80,4.242,14
20.83,52.161,14
20.83,52.165,14
20.88,23.100,14
20.9,40.65,14
20.94,20.96,14
20.94,40.75,14
20.96,4.154,14
20.97,52.238,14
20.97,52.247,14
23.100,74.249,14
4.150,52.159,14
4.154,40.75,14
4.242,4.255,14
4.255,40.78,14
40.65,57.154,14
52.162,52.251,14
52.251,64.236,14
104.209,20.98,13
104.210,104.42,13
104.210,20.228,13
104.210,4.151,13
104.42,157.55,13
104.42,172.173,13
104.42,20.122,13
104.43,172.212,13
104.43,20.110,13
104.43,20.163,13
130.131,132.196,13
130.131,20.122,13
130.131,20.96,13
130.131,52.242,13
132.196,135.232,13
132.196,52.162,13
135.119,20.110,13
135.119,20.45,13
135.119,23.100,13
135.232,20.169,13
135.232,20.3,13
135.234,20.114,13
135.234,20.29,13
135.234,20.97,13
157.55,20.65,13
157.55,20.80,13
157.55,4.227,13
172.184,40.75,13
172.185,20.171,13
172.185,20.225,13
172.185,4.255,13
172.185,57.154,13
172.202,20.94,13
172.212,20.112,13
172.212,20.228,13
172.212,65.52,13
172.215,20.29,13
172.215,20.69,13
20.109,20.114,13
20.109,20.12,13
20.109,4.151,13
20.109,4.255,13
20.109,52.159,13
20.109,64.236,13
20.110,20.122,13
20.110,20.125,13
20.110,20.96,13
20.110,4.155,13
20.112,20.59,13
20.112,4.154,13
20.112,4.255,13
20.112,65.52,13
20.114,20.125,13
20.114,40.65,13
20.114,52.141,13
20.115,20.171,13
20.115,20.69,13
20.115,4.255,13
20.122,20.237,13
20.122,20.45,13
20.122,20.66,13
20.122,4.151,13
20.122,4.227,13
20.122,52.165,13
20.122,74.249,13
20.125,20.163,13
20.125,20.245,13
20.125,20.29,13
20.125,20.65,13
20.165,20.188,13
20.165,4.150,13
20.165,40.78,13
20.165,52.237,13
20.168,20.242,13
20.168,20.57,13
20.168,40.70,13
20.169,20.45,13
20.169,20.9,13
20.169,20.98,13
20.169,4.227,13
20.169,4.255,13
20.171,40.70,13
20.172,40.70,13
20.225,40.70,13
20.225,40.78,13
20.228,20.62,13
20.228,20.66,13
20.228,23.100,13
20.230,20.96,13
20.230,23.102,13
20.230,52.161,13
20.237,20.62,13
20.237,40.75,13
20.237,52.165,13
20.242,52.159,13
20.245,20.25,13
20.245,20.57,13
20.25,64.236,13
20.29,20.62,13
20.45,20.64,13
20.57,64.236,13
20.59,20.88,13
20.59,74.249,13
20.62,20.96,13
20.62,4.154,13
20.62,65.52,13
20.64,23.100,13
20.64,4.227,13
20.64,40.75,13
20.64,64.236,13
20.66,20.88,13
20.66,40.75,13
20.69,40.64,13
20.69,40.65,13
20.69,40.78,13
20.80,4.150,13
20.83,40.65,13
20.83,65.52,13
20.88,20.94,13
20.9,4.246,13
20.94,52.242,13
20.94,52.251,13
20.96,20.98,13
20.97,4.242,13
20.97,40.70,13
20.98,23.102,13
20.98,52.225,13
23.100,40.75,13
23.102,52.162,13
4.150,4.227,13
4.150,4.255,13
4.150,57.154,13
4.154,40.78,13
4.154,52.165,13
4.154,52.251,13
4.154,65.52,13
4.227,40.75,13
4.227,52.242,13
4.255,52.141,13
4.255,52.173,13
4.255,52.230,13
4.255,52.238,13
40.70,57.154,13
52.162,52.225,13
52.238,57.154,13
52.247,57.154,13
104.209,20.65,12
104.209,20.80,12
104.210,104.43,12
104.210,172.173,12
104.210,20.163,12
104.210,20.59,12
104.210,20.96,12
104.42,135.119,12
104.42,20.25,12
104.42,40.75,12
104.42,65.52,12
104.43,135.119,12
104.43,20.66,12
104.43,20.83,12
104.43,74.249,12
128.203,172.184,12
128.203,20.168,12
128.203,20.245,12
128.203,20.29,12
128.203,20.97,12
13.78,20.29,12
13.78,57.154,12
130.131,135.119,12
130.131,20.25,12
130.131,20.57,12
130.131,20.64,12
130.213,20.171,12
130.213,20.225,12
130.213,52.159,12
130.213,57.154,12
132.196,172.184,12
132.196,20.59,12
132.196,20.94,12
132.196,20.98,12
135.119,172.212,12
135.119,20.94,12
135.232,172.215,12
135.232,20.112,12
135.232,20.57,12
135.232,4.242,12
135.232,40.116,12
135.232,52.173,12
135.234,20.172,12
135.234,20.225,12
135.234,4.255,12
135.234,57.154,12
157.55,20.45,12
172.173,172.202,12
172.173,20.228,12
172.173,20.57,12
172.173,20.66,12
172.184,20.109,12
172.184,20.64,12
172.184,20.96,12
172.184,52.242,12
172.185,20.245,12
172.185,20.65,12
172.185,20.83,12
172.185,52.162,12
172.185,64.236,12
172.202,4.227,12
172.208,20.168,12
172.212,20.115,12
172.212,23.102,12
172.214,57.154,12
172.215,20.230,12
172.215,20.245,12
20.10,20.245,12
20.10,20.69,12
20.10,4.255,12
20.109,20.172,12
20.109,20.98,12
20.109,4.154,12
20.110,20.169,12
20.110,4.242,12
20.110,40.65,12
20.112,20.230,12
20.112,20.66,12
20.112,20.83,12
20.114,20.242,12
20.114,20.57,12
20.114,4.150,12
20.114,4.155,12
20.115,20.168,12
20.115,20.65,12
20.115,52.159,12
20.115,64.236,12
20.12,20.169,12
20.12,4.150,12
20.122,20.88,12
20.122,20.94,12
20.122,52.162,12
20.125,20.80,12
20.125,4.151,12
20.163,52.242,12
20.165,4.246,12
20.165,40.64,12
20.168,4.155,12
20.168,40.116,12
20.168,52.230,12
20.169,20.83,12
20.171,20.242,12
20.171,20.253,12
20.171,4.155,12
20.171,52.238,12
20.188,20.225,12
20.225,52.141,12
20.225,52.173,12
20.225,52.176,12
20.225,52.238,12
20.225,52.247,12
20.228,20.59,12
20.230,20.57,12
20.230,4.150,12
20.237,20.96,12
20.237,52.225,12
20.237,52.242,12
20.242,20.29,12
20.242,20.69,12
20.242,20.80,12
20.242,20.97,12
20.245,23.102,12
20.245,4.150,12
20.245,40.65,12
20.245,40.78,12
20.245,52.247,12
20.25,20.94,12
20.25,4.227,12
20.25,74.249,12
20.29,4.155,12
20.29,40.116,12
20.29,52.242,12
20.45,4.150,12
20.45,52.225,12
20.57,20.80,12
20.62,20.94,12
20.65,4.242,12
20.66,20.96,12
20.66,52.165,12
20.66,52.251,12
20.69,52.230,12
20.69,52.238,12
20.83,20.88,12
20.94,65.52,12
20.96,52.165,12
20.96,64.236,12
20.97,4.150,12
20.97,40.64,12
20.98,4.150,12
20.98,52.230,12
20.98,52.238,12
23.100,52.161,12
23.100,65.52,12
23.102,4.255,12
4.151,52.242,12
4.155,4.255,12
4.227,52.161,12
4.242,52.162,12
4.255,52.251,12
40.116,57.154,12
40.64,57.154,12
40.65,64.236,12
40.70,64.236,12
40.75,74.249,12
52.141,57.154,12
52.159,52.242,12
52.165,52.225,12
52.237,64.236,12
104.209,172.212,11
104.209,20.237,11
104.209,23.100,11
104.210,135.119,11
104.210,20.169,11
104.210,20.3,11
104.210,20.88,11
104.210,52.162,11
104.42,104.43,11
104.42,20.112,11
104.42,20.64,11
104.42,20.96,11
104.42,52.161,11
104.42,52.165,11
104.43,172.184,11
104.43,20.228,11
104.43,20.3,11
104.43,20.62,11
104.43,52.162,11
128.203,135.232,11
128.203,20.98,11
128.203,64.236,11
13.78,20.45,11
13.78,20.65,11
13.78,20.66,11
13.78,20.9,11
130.131,20.109,11
130.131,20.112,11
130.131,40.116,11
130.131,52.251,11
130.213,20.110,11
130.213,20.94,11
132.196,157.55,11
132.196,20.110,11
132.196,20.230,11
132.196,20.66,11
132.196,4.151,11
135.119,172.173,11
135.119,20.163,11
135.119,52.162,11
135.232,172.185,11
135.232,20.64,11
135.232,23.102,11
135.232,4.155,11
135.234,20.12,11
135.234,20.163,11
135.234,20.171,11
135.234,20.245,11
157.55,20.98,11
157.55,52.159,11
157.55,74.249,11
168.62,20.245,11
172.173,40.75,11
172.184,172.185,11
172.184,20.57,11
172.184,23.102,11
172.184,4.242,11
172.184,40.78,11
172.184,52.225,11
172.185,20.80,11
172.202,20.163,11
172.202,20.88,11
172.202,23.100,11
172.202,4.154,11
172.208,20.172,11
172.208,20.225,11
172.208,20.69,11
172.208,64.236,11
172.215,20.165,11
172.215,20.225,11
20.10,20.97,11
20.109,20.163,11
20.109,20.96,11
20.109,52.162,11
20.110,20.64,11
20.110,52.247,11
20.112,20.163,11
20.112,20.65,11
20.112,4.151,11
20.114,20.115,11
20.114,40.78,11
20.114,52.173,11
20.114,52.238,11
20.115,20.230,11
20.115,20.245,11
20.115,20.29,11
20.115,20.9,11
20.12,20.125,11
20.12,20.57,11
20.12,4.242,11
20.122,20.59,11
20.122,20.83,11
20.122,52.225,11
20.125,20.172,11
20.125,52.159,11
20.163,20.169,11
20.163,4.150,11
20.163,52.238,11
20.165,20.246,11
20.165,4.155,11
20.165,52.190,11
20.168,20.46,11
20.168,4.246,11
20.168,40.64,11
20.168,40.78,11
20.168,52.173,11
20.169,20.3,11
20.169,20.59,11
20.169,20.94,11
20.171,52.176,11
20.171,52.247,11
20.172,20.25,11
20.172,4.242,11
20.172,52.247,11
20.225,52.234,11
20.225,52.237,11
20.225,52.251,11
20.228,20.88,11
20.228,20.94,11
20.228,52.165,11
20.228,65.52,11
20.230,40.65,11
20.230,40.70,11
20.230,52.242,11
20.237,52.247,11
20.242,20.65,11
20.242,20.9,11
20.245,4.242,11
20.245,40.116,11
20.245,52.141,11
20.245,52.234,11
20.25,52.162,11
20.29,23.102,11
20.29,4.242,11
20.29,40.65,11
20.29,40.70,11
20.29,40.78,11
20.29,52.225,11
20.29,52.251,11
20.3,20.59,11
20.3,20.62,11
20.3,20.88,11
20.3,20.98,11
20.3,4.151,11
20.3,4.154,11
20.3,52.165,11
20.45,20.62,11
20.45,23.102,11
20.45,4.242,11
20.57,20.65,11
20.57,20.98,11
20.59,40.75,11
20.59,52.161,11
20.62,4.151,11
20.62,4.227,11
20.64,20.83,11
20.64,20.88,11
20.64,20.98,11
20.65,4.246,11
20.65,52.251,11
20.66,65.52,11
20.69,23.101,11
20.69,52.176,11
20.80,4.246,11
20.80,40.116,11
20.80,52.141,11
20.83,52.242,11
20.83,52.251,11
20.88,4.151,11
20.9,40.70,11
20.9,52.173,11
20.9,52.176,11
20.94,40.65,11
20.94,52.173,11
20.96,23.100,11
20.96,4.151,11
20.96,4.227,11
20.97,40.78,11
20.97,52.173,11
20.98,40.70,11
20.98,52.242,11
23.100,52.242,11
23.102,64.236,11
4.150,52.162,11
4.151,4.242,11
4.151,52.141,11
4.151,52.161,11
4.151,52.225,11
4.155,57.154,11
4.246,4.255,11
4.246,52.162,11
4.246,57.154,11
40.124,57.154,11
40.65,52.159,11
40.75,52.161,11
40.75,52.165,11
40.78,52.162,11
52.141,64.236,11
52.162,52.238,11
52.165,74.249,11
52.173,57.154,11
52.176,57.154,11
52.234,57.154,11
52.251,74.249,11
104.209,104.42,10
104.209,172.184,10
104.209,20.122,10
104.209,20.59,10
104.209,4.151,10
104.209,4.154,10
104.209,74.249,10
104.210,20.109,10
104.210,20.62,10
104.210,23.102,10
104.210,40.65,10
104.210,65.52,10
104.42,128.203,10
104.42,132.196,10
104.42,135.234,10
104.42,172.185,10
104.42,20.125,10
104.42,20.169,10
104.42,20.242,10
104.42,4.150,10
104.42,40.65,10
104.43,130.131,10
104.43,20.122,10
104.43,4.151,10
104.43,65.52,10
128.203,20.110,10
128.203,20.230,10
128.203,20.45,10
13.78,135.232,10
13.78,172.184,10
13.78,20.225,10
13.78,20.97,10
13.78,4.255,10
13.78,64.236,10
130.131,23.102,10
130.131,4.150,10
130.213,20.114,10
130.213,20.168,10
130.213,20.29,10
130.213,20.80,10
130.213,4.154,10
130.213,4.255,10
132.196,20.228,10
132.196,4.154,10
135.119,172.202,10
135.119,20.57,10
135.119,20.62,10
135.119,4.227,10
135.232,135.234,10
135.232,168.62,10
135.232,4.150,10
135.232,52.230,10
135.232,52.238,10
135.232,52.247,10
135.234,172.184,10
135.234,20.110,10
135.234,20.65,10
135.234,64.236,10
157.55,20.163,10
157.55,20.228,10
157.55,20.66,10
157.55,23.100,10
157.55,4.151,10
157.55,4.154,10
157.55,52.165,10
168.62,20.69,10
168.62,57.154,10
172.173,4.227,10
172.184,20.25,10
172.184,40.116,10
172.184,52.141,10
172.184,52.173,10
172.184,52.230,10
172.185,20.230,10
172.185,40.75,10
172.202,20.109,10
172.202,20.3,10
172.208,20.114,10
172.208,20.171,10
172.212,4.150,10
172.212,52.251,10
172.214,20.114,10
172.214,20.168,10
172.214,20.171,10
172.214,20.225,10
172.214,20.69,10
172.214,20.80,10
172.215,20.114,10
172.215,20.163,10
172.215,20.168,10
172.215,23.100,10
20.10,20.168,10
20.109,20.237,10
20.109,20.45,10
20.109,20.94,10
20.110,52.225,10
20.112,20.122,10
20.112,20.62,10
20.112,20.88,10
20.112,40.75,10
20.112,52.242,10
20.114,20.64,10
20.114,40.116,10
20.114,52.247,10
20.115,20.172,10
20.115,20.45,10
20.115,20.98,10
20.115,40.75,10
20.115,52.162,10
20.12,23.102,10
20.12,40.65,10
20.12,52.141,10
20.12,52.176,10
20.12,52.251,10
20.125,20.230,10
20.125,20.59,10
20.163,20.57,10
20.163,20.64,10
20.163,23.102,10
20.165,20.253,10
20.165,20.46,10
20.165,40.116,10
20.165,40.124,10
20.165,52.141,10
20.168,20.253,10
20.169,20.88,10
20.169,4.154,10
20.169,52.159,10
20.171,20.246,10
20.171,20.46,10
20.171,4.246,10
20.171,40.64,10
20.172,4.150,10
20.172,40.78,10
20.172,52.176,10
20.225,4.155,10
20.225,40.116,10
20.225,52.230,10
20.230,52.176,10
20.237,4.242,10
20.237,52.161,10
20.237,52.251,10
20.237,65.52,10
20.242,20.245,10
20.242,4.255,10
20.245,57.151,10
20.246,57.154,10
20.25,20.59,10
20.25,20.65,10
20.25,20.66,10
20.25,20.80,10
20.25,40.75,10
20.25,52.165,10
20.253,20.69,10
20.253,4.255,10
20.29,40.64,10
20.29,52.141,10
20.29,52.173,10
20.29,52.238,10
20.3,20.66,10
20.3,20.96,10
20.3,40.75,10
20.3,65.52,10
20.45,40.70,10
20.45,40.78,10
20.45,52.230,10
20.45,52.251,10
20.57,20.66,10
20.57,52.162,10
20.59,20.62,10
20.59,52.242,10
20.62,40.75,10
20.62,52.165,10
20.62,74.249,10
20.64,20.65,10
20.64,52.162,10
20.65,23.102,10
20.65,40.78,10
20.65,52.141,10
20.65,52.230,10
20.66,23.102,10
20.66,4.150,10
20.66,52.173,10
20.66,52.225,10
20.66,52.242,10
20.69,4.149,10
20.69,4.155,10
20.69,52.234,10
20.80,40.70,10
20.80,40.78,10
20.80,52.176,10
20.80,52.237,10
20.83,52.173,10
20.88,4.154,10
20.88,40.75,10
20.88,52.165,10
20.88,52.242,10
20.88,74.249,10
20.9,40.116,10
20.9,40.64,10
20.9,52.141,10
20.9,52.234,10
20.9,52.238,10
20.94,52.161,10
20.94,52.225,10
20.94,52.247,10
20.96,65.52,10
20.97,4.155,10
20.97,40.116,10
20.97,40.124,10
20.97,52.141,10
20.97,52.234,10
20.98,40.78,10
20.98,52.173,10
20.98,52.247,10
23.100,23.102,10
23.100,4.150,10
23.100,52.165,10
23.102,52.159,10
4.150,4.151,10
4.151,40.65,10
4.154,52.141,10
4.154,52.161,10
4.227,52.225,10
4.227,65.52,10
4.242,52.159,10
4.242,64.236,10
4.255,52.176,10
40.70,52.159,10
40.75,65.52,10
52.141,52.159,10
52.159,52.161,10
52.162,52.176,10
52.176,64.236,10
52.237,57.154,10
52.242,65.52,10
52.247,64.236,10
52.247,74.249,10
104.209,130.131,9
104.209,172.202,9
104.209,20.25,9
104.209,20.3,9
104.209,20.64,9
104.209,20.66,9
104.209,20.88,9
104.209,4.150,9
104.209,4.227,9
104.209,52.162,9
104.209,65.52,9
104.210,132.196,9
104.210,20.115,9
104.210,20.122,9
104.210,20.83,9
104.210,23.100,9
104.210,4.154,9
104.210,52.161,9
104.210,52.165,9
104.210,52.251,9
104.210,74.249,9
104.42,20.3,9
104.42,4.155,9
104.42,4.246,9
104.42,40.116,9
104.42,52.225,9
104.42,52.230,9
104.42,52.247,9
104.42,52.251,9
104.43,172.202,9
104.43,20.112,9
104.43,20.96,9
104.43,40.65,9
104.43,52.165,9
104.43,52.225,9
128.203,130.131,9
128.203,20.12,9
128.203,20.59,9
128.203,20.80,9
128.203,4.151,9
13.78,20.230,9
13.78,20.237,9
13.78,20.94,9
13.78,52.159,9
130.131,135.234,9
130.131,52.234,9
130.131,52.238,9
130.213,172.212,9
130.213,20.172,9
130.213,20.245,9
132.196,135.119,9
132.196,20.112,9
132.196,20.163,9
132.196,20.237,9
132.196,23.100,9
132.196,4.227,9
132.196,65.52,9
132.196,74.249,9
135.119,20.83,9
135.119,20.96,9
135.119,74.249,9
135.232,172.214,9
135.232,20.242,9
135.232,4.246,9
135.232,40.70,9
135.232,40.78,9
135.234,20.237,9
135.234,20.98,9
137.116,20.65,9
137.116,20.69,9
157.55,172.184,9
157.55,20.3,9
157.55,20.62,9
157.55,20.83,9
157.55,65.52,9
168.62,172.212,9
168.62,20.114,9
168.62,20.165,9
168.62,20.168,9
168.62,20.9,9
172.173,20.112,9
172.173,20.62,9
172.173,52.161,9
172.173,65.52,9
172.184,172.215,9
172.184,20.125,9
172.184,4.155,9
172.184,40.65,9
172.185,20.237,9
172.185,20.45,9
172.185,52.165,9
172.202,20.237,9
172.202,52.161,9
172.208,20.97,9
172.208,4.255,9
172.212,20.109,9
172.212,20.169,9
172.212,20.25,9
172.212,20.62,9
172.212,20.64,9
172.212,4.242,9
172.212,52.230,9
172.212,52.247,9
172.214,20.165,9
172.214,20.245,9
172.214,20.29,9
172.214,20.9,9
172.215,20.172,9
172.215,20.45,9
172.215,20.59,9
172.215,20.97,9
172.215,20.98,9
172.215,4.154,9
20.10,20.110,9
20.10,20.114,9
20.10,64.236,9
20.109,20.66,9
20.109,20.88,9
20.109,4.227,9
20.109,65.52,9
20.110,20.25,9
20.110,20.57,9
20.110,4.150,9
20.110,40.70,9
20.110,52.176,9
20.110,52.230,9
20.110,52.251,9
20.112,20.237,9
20.112,20.64,9
20.112,4.150,9
20.112,4.227,9
20.112,74.249,9
20.114,20.188,9
20.114,52.230,9
20.115,20.12,9
20.115,4.227,9
20.12,20.242,9
20.12,40.116,9
20.12,40.70,9
20.12,52.173,9
20.12,52.238,9
20.122,20.228,9
20.122,20.57,9
20.122,20.62,9
20.122,23.100,9
20.122,40.70,9
20.122,65.52,9
20.125,20.45,9
20.125,20.66,9
20.125,20.98,9
20.125,4.154,9
20.125,52.162,9
20.14,20.165,9
20.14,20.171,9
20.15,20.165,9
20.163,20.3,9
20.163,52.161,9
20.165,57.151,9
20.168,20.188,9
20.168,57.151,9
20.169,20.66,9
20.169,40.75,9
20.169,52.162,9
20.171,52.234,9
20.171,52.237,9
20.172,52.238,9
20.188,20.97,9
20.225,20.246,9
20.225,20.46,9
20.225,4.246,9
20.228,20.83,9
20.228,4.227,9
20.228,4.242,9
20.228,40.78,9
20.230,40.116,9
20.230,52.230,9
20.230,52.238,9
20.230,52.247,9
20.237,20.57,9
20.237,20.64,9
20.237,40.65,9
20.237,40.70,9
20.237,40.78,9
20.237,52.230,9
20.242,4.151,9
20.242,57.154,9
20.245,20.96,9
20.245,40.70,9
20.25,20.88,9
20.29,20.46,9
20.29,4.246,9
20.45,20.46,9
20.45,20.57,9
20.45,52.173,9
20.45,52.176,9
20.45,52.247,9
20.57,23.100,9
20.57,4.154,9
20.57,4.227,9
20.59,40.78,9
20.59,52.251,9
20.62,20.88,9
20.64,20.94,9
20.64,4.150,9
20.64,52.161,9
20.64,65.52,9
20.65,40.116,9
20.65,40.65,9
20.65,40.70,9
20.65,52.176,9
20.65,52.237,9
20.66,40.78,9
20.66,52.161,9
20.69,40.124,9
20.69,52.173,9
20.80,52.173,9
20.80,52.230,9
20.80,52.238,9
20.80,52.247,9
20.80,52.251,9
20.83,20.96,9
20.83,4.150,9
20.83,4.242,9
20.88,52.161,9
20.94,23.102,9
20.94,4.246,9
20.97,4.149,9
20.97,52.230,9
20.97,52.237,9
20.98,4.155,9
20.98,4.242,9
20.98,40.116,9
20.98,40.64,9
20.98,40.65,9
23.100,40.65,9
23.100,52.251,9
23.102,40.75,9
23.102,52.165,9
4.150,40.75,9
4.150,64.236,9
4.150,74.249,9
4.151,40.70,9
4.151,40.75,9
4.154,4.242,9
4.154,40.70,9
4.227,52.234,9
4.255,40.116,9
40.65,52.162,9
40.75,52.242,9
40.78,64.236,9
52.161,52.165,9
52.161,52.251,9
52.161,65.52,9
52.162,52.237,9
52.165,52.251,9
52.190,57.154,9
52.225,74.249,9
52.237,74.249,9
104.209,132.196,8
104.209,20.112,8
104.209,52.159,8
104.209,52.165,8
104.210,13.78,8
104.210,20.112,8
104.210,20.64,8
104.210,40.70,8
104.210,40.75,8
104.40,20.165,8
104.42,172.214,8
104.42,23.102,8
104.42,40.78,8
104.42,52.173,8
104.42,52.238,8
104.42,52.242,8
104.43,132.196,8
104.43,20.109,8
104.43,20.88,8
104.43,40.75,8
104.43,40.78,8
128.203,20.114,8
128.203,20.83,8
128.203,4.255,8
128.203,52.159,8
13.78,20.110,8
13.78,20.172,8
13.78,4.227,8
130.131,172.185,8
130.131,172.214,8
130.131,172.215,8
130.131,4.242,8
130.131,40.65,8
130.131,52.141,8
130.131,52.173,8
130.213,20.163,8
130.213,20.230,8
130.213,20.237,8
130.213,20.45,8
130.213,20.65,8
130.213,20.98,8
130.213,52.162,8
130.213,64.236,8
130.213,74.249,8
132.196,20.109,8
132.196,20.3,8
132.196,20.57,8
132.196,4.150,8
132.196,40.75,8
132.196,52.141,8
132.196,52.242,8
135.119,20.109,8
135.119,20.122,8
135.119,4.151,8
135.119,52.165,8
135.232,137.116,8
135.232,52.190,8
135.232,52.234,8
135.234,172.202,8
135.234,20.230,8
135.234,20.45,8
135.234,20.83,8
135.234,20.94,8
135.234,52.159,8
135.234,52.162,8
157.55,172.173,8
157.55,172.212,8
157.55,20.169,8
157.55,20.230,8
157.55,20.94,8
157.55,40.75,8
157.55,52.162,8
157.55,52.225,8
157.56,20.69,8
157.56,4.255,8
157.56,64.236,8
168.62,20.171,8
168.62,20.172,8
168.62,20.225,8
168.62,20.29,8
168.62,20.97,8
168.62,4.227,8
168.62,52.159,8
172.173,20.115,8
172.173,20.122,8
172.173,4.150,8
172.184,172.208,8
172.184,20.169,8
172.184,20.242,8
172.184,4.246,8
172.184,52.176,8
172.184,52.247,8
172.185,20.163,8
172.185,20.29,8
172.185,20.59,8
172.185,20.62,8
172.185,20.66,8
172.185,20.98,8
172.185,52.159,8
172.185,74.249,8
172.202,20.125,8
172.202,20.228,8
172.202,20.59,8
172.202,20.64,8
172.202,4.242,8
172.202,40.75,8
172.202,52.165,8
172.202,65.52,8
172.208,20.29,8
172.208,20.83,8
172.208,20.9,8
172.208,4.154,8
172.208,52.159,8
172.208,52.162,8
172.212,20.57,8
172.212,20.96,8
172.212,40.65,8
172.212,52.173,8
172.214,20.97,8
172.214,20.98,8
172.214,52.159,8
172.214,64.236,8
172.215,20.12,8
172.215,4.255,8
172.215,52.159,8
172.215,64.236,8
20.10,20.165,8
20.10,20.171,8
20.10,20.225,8
20.109,20.112,8
20.109,20.122,8
20.109,20.57,8
20.109,20.62,8
20.109,52.165,8
20.110,4.246,8
20.110,40.116,8
20.110,40.64,8
20.110,52.141,8
20.110,52.173,8
20.110,52.237,8
20.112,20.125,8
20.112,20.3,8
20.112,20.96,8
20.112,23.100,8
20.112,52.165,8
20.114,20.253,8
20.114,40.124,8
20.114,40.64,8
20.114,40.70,8
20.114,52.234,8
20.114,52.237,8
20.115,20.228,8
20.115,20.237,8
20.115,20.59,8
20.115,20.66,8
20.115,20.83,8
20.115,20.94,8
20.12,20.188,8
20.12,4.149,8
20.12,4.155,8
20.12,40.64,8
20.12,40.78,8
20.12,52.237,8
20.122,20.64,8
20.122,4.150,8
20.122,40.75,8
20.122,52.238,8
20.122,52.242,8
20.125,20.94,8
20.125,74.249,8
20.163,20.25,8
20.163,4.242,8
20.163,40.65,8
20.163,40.78,8
20.163,52.176,8
20.165,52.160,8
20.165,52.234,8
20.168,52.234,8
20.169,20.62,8
20.169,23.100,8
20.169,4.151,8
20.169,74.249,8
20.171,52.190,8
20.172,20.242,8
20.172,40.124,8
20.172,40.64,8
20.172,40.65,8
20.172,52.173,8
20.188,20.69,8
20.225,4.149,8
20.225,40.124,8
20.225,40.64,8
20.225,52.160,8
20.228,20.25,8
20.228,20.3,8
20.228,4.151,8
20.230,20.242,8
20.230,20.253,8
20.230,4.155,8
20.230,4.246,8
20.237,20.25,8
20.237,4.150,8
20.237,40.116,8
20.242,52.162,8
20.242,64.236,8
20.245,23.101,8
20.245,4.149,8
20.245,4.155,8
20.245,4.246,8
20.245,52.176,8
20.245,52.230,8
20.245,52.238,8
20.246,20.9,8
20.25,4.151,8
20.253,20.97,8
20.253,57.154,8
20.29,52.237,8
20.3,52.247,8
20.45,40.64,8
20.45,52.238,8
20.46,20.69,8
20.46,20.97,8
20.46,4.255,8
20.46,57.154,8
20.57,20.88,8
20.57,20.94,8
20.57,4.150,8
20.57,4.151,8
20.59,20.96,8
20.59,4.150,8
20.59,4.242,8
20.59,40.65,8
20.59,52.225,8
20.59,52.247,8
20.62,23.102,8
20.62,4.246,8
20.62,40.70,8
20.62,40.78,8
20.62,52.242,8
20.65,4.150,8
20.66,52.176,8
20.66,52.247,8
20.69,52.237,8
20.69,52.241,8
20.69,57.151,8
20.80,4.155,8
20.83,40.70,8
